"id","class","category"
166624,4,1
166507,4,1
183968,4,1
183583,4,1
183873,4,1
183525,4,1
61249,4,1
170199,4,1
170173,4,1
177966,4,1
169500,4,1
213,4,1
187520,4,1
61192,4,1
222,4,1
227,4,1
242,4,1
169516,4,1
42566169,4,1
84784918,4,1
154876,4,1
135617,4,1
194299,4,1
184453,4,1
135527,4,1
61199,4,1
788,4,1
19018275,4,1
61391,4,1
19018419,4,1
60453,4,1
169424,4,1
161597,4,1
39339,4,1
161696,4,1
201946,4,1
907,4,1
905,4,1
135533,4,1
161542,4,1
202428,4,1
182068,4,1
181836,4,1
182019,4,1
53877435,4,1
58394172,4,1
58693998,4,1
183885,4,1
64790978,4,1
198973,4,1
39302,4,1
49829689,4,1
181994,4,1
182520,4,1
181757,4,1
183079,4,1
181768,4,1
182345,4,1
182450,4,1
169449,4,1
181645,4,1
182048,4,1
182101,4,1
182934,4,1
182492,4,1
58385545,4,1
60379,4,1
60469220,4,1
182467,4,1
61285,4,1
60361,4,1
63388,4,1
49829750,4,1
60179,4,1
183563,4,1
182186,4,1
193786,4,1
39462,4,1
49830169,4,1
49830241,4,1
49829590,4,1
49829607,4,1
167776,4,1
2270,4,1
167733,4,1
161736,4,1
46863,4,1
63110,4,1
61398,4,1
49145820,4,1
49830548,4,1
41870,4,1
61055,4,1
61056,4,1
61060,4,1
61063,4,1
61064,4,1
61068,4,1
61067,4,1
61066,4,1
61069,4,1
61072,4,1
2427,4,1
167765,4,1
182005,4,1
183855,4,1
183612,4,1
154763,4,1
181774,4,1
193736,4,1
193700,4,1
172476,4,1
166551,4,1
180773,4,1
167009,4,1
194329,4,1
18906,4,1
18907,4,1
18903,4,1
18898,4,1
18902,4,1
182317,4,1
60729,4,1
63247,4,1
182717,4,1
182466,4,1
182296,4,1
2562,4,1
60413,4,1
61224,4,1
182084,4,1
182404,4,1
182272,4,1
182777,4,1
182351,4,1
181929,4,1
19171241,4,1
2578,4,1
60730,4,1
60769,4,1
182185,4,1
61185,4,1
61226,4,1
61371,4,1
182645,4,1
60364,4,1
2581,4,1
182776,4,1
60301,4,1
181747,4,1
60765,4,1
181743,4,1
63386,4,1
60322,4,1
182665,4,1
135540,4,1
182336,4,1
168301,4,1
182323,4,1
166504,4,1
168303,4,1
166631,4,1
154657,4,1
172392,4,1
183533,4,1
44467,4,1
44464,4,1
44475,4,1
44469,4,1
44468,4,1
44470,4,1
44473,4,1
44472,4,1
169448,4,1
44577,4,1
161624,4,1
161669,4,1
2772,4,1
2781,4,1
2774,4,1
2773,4,1
169568,4,1
2782,4,1
2778,4,1
180889,4,1
2804,4,1
187495,4,1
63571,4,1
2884,4,1
166399,4,1
39335,4,1
182099,4,1
182627,4,1
182125,4,1
181637,4,1
167744,4,1
49830695,4,1
49829863,4,1
49829756,4,1
3449,4,1
3461,4,1
49829697,4,1
154738,4,1
182181,4,1
3708,4,1
182693,4,1
193706,4,1
3784,4,1
39371,4,1
161526,4,1
19161434,4,1
41742,4,1
39544,4,1
39373,4,1
39374,4,1
60219,4,1
3852,4,1
39376,4,1
3853,4,1
3854,4,1
3855,4,1
166591,4,1
4040,4,1
4043,4,1
4045,4,1
4052,4,1
161442,4,1
41871,4,1
4292,4,1
161695,4,1
184004,4,1
49829963,4,1
49829989,4,1
196095,4,1
4529,4,1
197330,4,1
170161,4,1
60450,4,1
169555,4,1
169522,4,1
4629,4,1
181858,4,1
181615,4,1
182367,4,1
182183,4,1
60366,4,1
181576,4,1
61228,4,1
60321,4,1
169381,4,1
4689,4,1
4700,4,1
4787,4,1
4788,4,1
4792,4,1
61191,4,1
183785,4,1
183325,4,1
182854,4,1
182851,4,1
182781,4,1
17065,4,1
182824,4,1
181753,4,1
181609,4,1
